"BehaviorSpace results (NetLogo 6.2.0)"
"Emergent_Sensing_Accel.nlogo"
"metric_light"
"06/18/2021 14:47:54:897 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80"
,"0.8459595266357524","0.8040451448954753","0.8044254316769827","0.7901602134982665","0.8739667492128667","0.8574451700258187","0.8629932904622343","0.8681597622656398","0.8316922986656978","0.866671048579047","0.8184031010027191","0.8688626892507193","0.806314191433471","0.8060245313613257","0.7908799074374241","0.8847016171487683","0.8025914782972183","0.8660138086882534","0.8837023970904798","0.8057331560743688","0.7976203685390277","0.7895313342327193","0.6319454514817867","0.6913997205755413","0.41869372130378246","0.7734247918666708","0.8686077262743271","0.8313655784427807","0.8344598449897248","0.8095958038227062","0.8379921991818134","0.7987959273748744","0.6550672979395333","0.8436024360460931","0.8370965650561727","0.6353157225972554","0.740777121288023","0.8772988797040369","0.8580526849645376","0.8866774431817291","0.8688131909871867","0.8103724050658869","0.8827335191802489","0.6465413081589169","0.8184925419762534","0.875688676338323","0.8605523298069248","0.5693659181796864","0.7950712896119748","0.798181545272149","0.861061531190088","0.8412707746556505","0.8650604690186876","0.7932614460447202","0.8460202480514722","0.8042951492026414","0.6895866954784915","0.8266925719241542","0.7892831579993905","0.8491521345124846","0.8716802554896719","0.8252293570591895","0.8510029404031256","0.8791639752085951","0.8468771725140035","0.7998466175334817","0.8704156796350234","0.782124656553878","0.8307747072208721","0.7890668809821384","0.8301628701024364","0.8480327141313032","0.8562584006900111","0.7802285768479349","0.8685665055426598","0.8859888278886392","0.8324004034615059","0.6688125907980035","0.867302588397731","0.8058085234754504"
,"0.8433262209766601","0.7978356775301676","0.807272223425745","0.8007887549531995","0.8780357041890665","0.8542702385681331","0.857057920286342","0.8671972404925359","0.8352622438346328","0.8727978339605996","0.8261103330175936","0.8675073698594102","0.7958647703419768","0.8136390215176412","0.8350498787019147","0.8306876572195869","0.8136434370229105","0.8586819036219463","0.7555947430307304","0.8048800428807564","0.7954383525498638","0.8649929233730735","0.6098597404890032","0.8265381668504294","0.8719617544564886","0.8444996323287206","0.8689362400743567","0.7111735031765583","0.7059994359564412","0.8771826602980682","0.8455473462261954","0.8500523169390259","0.8817741261388595","0.8702004727421493","0.8684501030590903","0.8706113590608248","0.8222206925827019","0.853656180902781","0.8057954299388277","0.8022442619602612","0.8532794675264954","0.7593539121400081","0.8638644834067628","0.8498034170778057","0.8384772071673674","0.7836083295469982","0.884299029548252","0.8378092286748702","0.7707317514231251","0.8761531933133373","0.8788765648390549","0.8245575333220051","0.8378092286748702","0.8781872160394311","0.853698260856089","0.7822953434874114","0.8786951941307692","0.6596766675796184","0.8085966588857397","0.8069228748365898","0.8669625576036473","0.851840081662455","0.6534878110084141","0.679117538306619","0.8477558063875094","0.8764087051086158","0.8421525422509952","0.8784618574942032","0.8651238310595835","0.7459988286728694","0.8222206925827019","0.8168246481707664","0.8382250258918096","0.8380324849306171","0.6720850132327822","0.8859888278886392","0.8227323612677694","0.8634573999681509","0.839633897193136","0.8786926644062244"
,"0.8410616028394823","0.8050669218472633","0.8144844432566556","0.8042565443107327","0.8796293959182678","0.846647947309894","0.8502637679704743","0.8657068393010063","0.8356686306009441","0.8769076258918741","0.8197130121534298","0.8724323503850158","0.7847407578161543","0.8098340148270027","0.7731705480992854","0.8811122062063637","0.8228794682193021","0.8536931123216837","0.8788798642061675","0.8085329539256757","0.8185485178002311","0.7815732423746673","0.8686743386010403","0.8266688172344688","0.8770448286879972","0.8384156587682826","0.8542097403330533","0.8446307504389841","0.8257115207455819","0.815726534802361","0.7915883705498882","0.8078212629828476","0.6129812234553784","0.7845678005372805","0.8756217699591295","0.8722363447179113","0.8177047129153545","0.8593052395117458","0.8541673307189108","0.8005335330165458","0.8744998488169107","0.816129066286278","0.849524579959428","0.8260496915089703","0.8450843721810827","0.8790550997495795","0.8756217699591295","0.6515532005911072","0.8459044028649846","0.8315959926303316","0.8581892482266578","0.8590972005474051","0.8432504674299435","0.8337623525470317","0.7378463623286182","0.7745701330489061","0.8498324979400698","0.6445824633799051","0.8434882261102861","0.862019475490523","0.870438677204708","0.8385584645551298","0.8332386875022317","0.8754781960987729","0.8784987332407003","0.8191660064773","0.8754732035974726","0.7020566066575679","0.8444491192244846","0.7732270583407495","0.8657820688883906","0.8597273629314113","0.770188001187264","0.8739597635312897","0.8063295864022191","0.6822717942943088","0.8528365549293888","0.8625066319996955","0.8432485241899408","0.8840415575226523"
,"0.8392970745449082","0.7998603635713741","0.8187441508444762","0.805145593528","0.8809062913114216","0.8380708578256499","0.8426680106276612","0.862112587399116","0.8389168294993457","0.8802686616364206","0.8194482229957196","0.8714583762502192","0.7898917828412112","0.8069510164190982","0.8184031010027191","0.8201800750158718","0.7942139153357562","0.8423064392343673","0.7157682418733988","0.7714973507774057","0.7779774442550779","0.8714822185303384","0.8653907754988316","0.8267783900230788","0.8807920979605083","0.8569419617617685","0.8727978339605996","0.7465111628497152","0.7291832476299701","0.8853679257967044","0.8705157379947654","0.7743343765529691","0.8793104403239828","0.7975496593618288","0.8823296631743929","0.7256090778100202","0.8163339317154643","0.7966890986036581","0.8150889795657548","0.742717902319523","0.8465880583379408","0.832189621515275","0.8841971196592673","0.8255235103026255","0.8355922489876391","0.8069613981066348","0.873256441755665","0.8544414653551174","0.8056372985167753","0.8652692041539827","0.8753249286692147","0.8654976890194055","0.8737865865316443","0.6899301953584475","0.6650288336107748","0.6200246164798913","0.8562584006900111","0.833771538894734","0.839242621817412","0.875843373247138","0.7641784277716586","0.7987959273748744","0.8422924862084159","0.8711886621579008","0.7793968389182016","0.7790286218373292","0.8292032992797103","0.7415051329030892","0.8783689089682605","0.8856997544778121","0.8133701838754775","0.8359460549678812","0.7118583911419607","0.8737784629214167","0.6661135494271138","0.7738246399555836","0.8412394430884793","0.7899335178207803","0.7850170416270777","0.8749796239341161"
,"0.8381403572274817","0.8047407534178146","0.8233405929900159","0.8070529621001763","0.8824562625769681","0.8346699915038452","0.8343484926012035","0.8596231768300466","0.8414041644823961","0.8812736583555868","0.8009043696684914","0.863263459254692","0.7810137288265485","0.8157808239152481","0.7728046398035783","0.8111828658441894","0.845332060955638","0.8359460549678812","0.7004429994919663","0.829695628966355","0.8790734048761275","0.7195962866050214","0.8686743386010403","0.8184925419762534","0.7281921505008417","0.8299382572540286","0.8645826789484536","0.8263738352322119","0.8256193591439308","0.883558892795924","0.7716817684370954","0.855173002770991","0.8779828031710826","0.7487541676123659","0.8859966577087619","0.8594962014401474","0.7803814078251741","0.8823750190927576","0.8207760088402085","0.7594044909210874","0.5244027844093937","0.7573599130340789","0.8252014649227948","0.854345788215142","0.7125274929951548","0.6554225463997787","0.8486549564585701","0.8056450294321177","0.8016619843985353","0.8260363337175296","0.8819987882134155","0.8582404252945569","0.8622294461640545","0.7294184306038727","0.8341906595740669","0.8087557281036217","0.8752189674079884","0.8266094778372858","0.8538225261485777","0.7889196686395387","0.8464884742500576","0.8298552917521994","0.880634804223369","0.8770448286879972","0.8547708871091741","0.6642588066544985","0.8682783705671004","0.5775578600988248","0.7115583461373431","0.8283184463941807","0.8793104403239828","0.7624385044985039","0.6913166310602777","0.8719574131868404","0.8149468059738773","0.8623338036501189","0.7593695250430281","0.8619000816904917","0.7967971853327076","0.8535546676813419"
,"0.8376699304099801","0.8005262149698811","0.833188996498177","0.8071554225375648","0.8827091240155635","0.8252014649227948","0.8330510045942439","0.8552394935322549","0.8400033847008477","0.8826149508097456","0.7819809799260111","0.8603414331421633","0.7858376724546563","0.8468197517825483","0.7723858828007367","0.808860728551188","0.7929033847749094","0.8291742315351882","0.6699656038621818","0.7257930023299449","0.8785909708465724","0.774009793742602","0.8743059904304487","0.809223113011088","0.7434458225201697","0.8457803336814709","0.8590109453738001","0.8385584645551298","0.8335268908409681","0.8839917559296755","0.8559084092233828","0.8372178801727521","0.49090888209471617","0.7253947475277178","0.8820662197980367","0.8502823617745706","0.8260363337175296","0.8741345553813967","0.8253911706757266","0.7873703347098855","0.8489296752459632","0.6887661458785042","0.8761817217951968","0.8334228838548442","0.8093211327092869","0.8843451422475759","0.6651989718466554","0.8068932026383533","0.7949340456534303","0.8315959926303316","0.6319454514817867","0.8845171858382205","0.8128063039900449","0.8266075665735817","0.830008082425792","0.851821182677451","0.854185620364695","0.8569419617617685","0.8704157146123729","0.8457588227806175","0.880496698307595","0.750306487764732","0.8444996323287206","0.8123539060621942","0.6601386509744444","0.5401678945051726","0.8593052395117458","0.6720850132327822","0.8432551943047117","0.8822753016958048","0.8483951931513045","0.8523201303770317","0.8079946093058419","0.8660138086882534","0.8086949569302575","0.8811328273156682","0.8395032857455533","0.8378665923670287","0.8584162622008296","0.8421038415197304"
,"0.8379312966070601","0.8121741775934269","0.8442291323179487","0.8003295260452629","0.8826046168140916","0.8149629309670825","0.824558447801313","0.8514573790277475","0.8433047079210265","0.8827091240155635","0.8080110683241482","0.867862423907068","0.8071716971619792","0.8522903481362516","0.7799860482391738","0.8769076258918741","0.8611578202451553","0.8145249253467927","0.8661607751080085","0.7052536986337525","0.8778316541640332","0.8768582744237216","0.8822937403517741","0.7856613261558864","0.8217103529369358","0.8573136293407284","0.87433679686222","0.8376451446625552","0.7876046746676941","0.845540034819846","0.8370965650561727","0.8347796618100429","0.876291486162863","0.8116720703716708","0.8161858202582775","0.8122133970627535","0.839998370800546","0.6943635279894895","0.8688165780416497","0.8616932121286949","0.48127857608722435","0.7082629468090198","0.8541657144070408","0.6696909880969519","0.7995615536564342","0.8339625186488163","0.8782786861677736","0.6923560658835043","0.8371264125026683","0.7623784953681566","0.864772501895377","0.8738501004982098","0.7623784953681566","0.8300573734397575","0.7631500026389221","0.8204340293071248","0.8648006074738839","0.6423209338746542","0.8741802034470303","0.8320928072638276","0.8744998488169107","0.822072028406198","0.8437655508121107","0.8786926644062244","0.6892579979711596","0.8446307504389841","0.8501862884896082","0.8591529557045152","0.6662467227384934","0.8613942769771805","0.7721068530097094","0.8424419738620423","0.871383949591263","0.8350710303553112","0.881248176247928","0.8648542333325071","0.8723361436276758","0.8827556199553738","0.8532215249541945","0.8813095461679933"
,"0.83893539951128","0.8097107559465743","0.8487858981153317","0.7985767462673137","0.8821387187659568","0.8040451448954753","0.8160475277458097","0.840692046810728","0.8415564734673978","0.8820705697067515","0.8044557353457084","0.8644809169103549","0.8122401353791964","0.8359539069822526","0.7729993782106264","0.8744686258677289","0.8651650282722217","0.8163782817640622","0.8631066040008248","0.6520885162241605","0.7636071336343367","0.6822970853696371","0.8465053977340551","0.8060956932327138","0.8839917559296755","0.8060085778427944","0.8742343203206667","0.7982222417017729","0.8335268908409681","0.8439657778555709","0.7851571342412369","0.87433679686222","0.8718769224509696","0.6861093344112833","0.8853679257967044","0.7429541154097729","0.8504448415450161","0.7115741003435939","0.8735924843853984","0.8346284027652283","0.7584827909586815","0.70051712872093","0.7293939285339032","0.6879229079681495","0.8068888987741101","0.8383331896887785","0.6896540487894642","0.6538383764195155","0.8232060688183198","0.8447950950974803","0.8619261511617852","0.8741517766184443","0.7416364356186229","0.8318002792146852","0.825877998540912","0.8782093623279158","0.8353567579594499","0.8118605430957032","0.7543256935531637","0.8709493352931019","0.8822937403517741","0.750306487764732","0.8297122040268965","0.8579781151859391","0.8637288568617546","0.6726392308419584","0.8734990468236394","0.8795727258658763","0.7363307089201694","0.8786222262681513","0.8202154328879591","0.7691398728822219","0.7436905081216025","0.8801374701709705","0.859861741235055","0.8569292620744567","0.8665722537577891","0.8721314738596664","0.7916133174321798","0.8688453874884295"
,"0.8396782602488555","0.816000756001025","0.857527509487698","0.7888965144219929","0.8813095461679933","0.799611990421828","0.8081387210282307","0.8340038812146602","0.845095452002742","0.8812686597069821","0.771505627715218","0.8565402634124151","0.835101274649589","0.8378470991307504","0.751690131238528","0.8741493179010351","0.7984873435869576","0.7908799074374241","0.8599380586638133","0.613034081658659","0.8780013603035401","0.6319454514817867","0.8822937403517741","0.815002269721544","0.7885084331245628","0.8349381135940392","0.870340359977202","0.8514145777329197","0.8267635592431246","0.8836308194700518","0.8442291323179487","0.8407112087638138","0.8757298423628919","0.8487233840511206","0.8808850630025435","0.796152455562724","0.47234466676525755","0.6494376930521675","0.8392027376667728","0.8582135688063282","0.6335039311000108","0.8479203336617385","0.8356686306009441","0.7876572774322403","0.8629038923371878","0.6282848286575131","0.8098552583777406","0.7094439878793977","0.8587505991823112","0.8378832474097071","0.8675142002345088","0.8737625372348314","0.8680948475863843","0.6882486456729684","0.7936128500466555","0.6487249268795238","0.7461889973272209","0.8154455876347908","0.8714111648362491","0.839998370800546","0.8813767796350073","0.8751597669262039","0.8750023295656637","0.878472046495317","0.884521729715364","0.8714586505488866","0.8412394430884793","0.783527807547117","0.6282848286575131","0.838512681731787","0.800676080090376","0.8679068486883093","0.7324658646367141","0.8318898122560971","0.8711886621579008","0.8788765648390549","0.8754714146032585","0.8812988540317825","0.8619075799110888","0.884222591090169"
,"0.8420069165227223","0.814460714389984","0.8616015237363981","0.7862334887642413","0.8785632444276268","0.7896135640642147","0.8006944958579142","0.8267783900230788","0.8433030051596495","0.878661999703023","0.7631500026389221","0.8554099608890315","0.8276958121354915","0.8696554909084826","0.7563551070139973","0.8739938478812765","0.8714583762502192","0.8146669334638391","0.6855688187765729","0.49641438328096","0.6807945491994658","0.8739597635312897","0.7488465199332199","0.8227623607283023","0.8139174105390574","0.8013832179408129","0.8742343203206667","0.8514145777329197","0.809514868368886","0.823327478083911","0.838258630847743","0.8173883827581314","0.7500638949577124","0.7291832476299701","0.879578093950887","0.7563711090221551","0.6470239339893396","0.6773867313147551","0.8699659441579684","0.7665098547159492","0.7541393762881162","0.6516841889516061","0.8685052636974342","0.7573599130340789","0.8556305467205205","0.8377854384594848","0.8329168909778238","0.7176807077588117","0.8394503785605527","0.8655712078172667","0.8236321636173822","0.8166854377481055","0.8663278981661586","0.774009793742602","0.8100609202059953","0.8471190448766319","0.8326897401179577","0.5541464923100089","0.8379312966070601","0.7922099327498995","0.8400910563567393","0.8217103529369358","0.812164891685459","0.882509722051267","0.7550081105821604","0.8200728040175267","0.5389710118673182","0.8765220299511735","0.6994077164153252","0.77670327112163","0.8534561991375095","0.8503165189206742","0.6518571894597562","0.760156269310047","0.8865556874752454","0.8851522514549012","0.7878190056632363","0.8843451422475759","0.6534616769601105","0.7469300305279184"
,"0.844941416486841","0.8270414208222547","0.8654165380440517","0.7816640282261651","0.8766510452806963","0.7798021428258153","0.7940800846050631","0.8184925419762534","0.8454906819166041","0.8769778683178465","0.7637882582271228","0.8528944687031196","0.8396054884017023","0.8728203479607971","0.7429233126018289","0.8013520621869372","0.808860728551188","0.8081408786323268","0.8500091379176656","0.8649447981248176","0.8382283168464745","0.5176452401346125","0.7675115175551787","0.8541657144070408","0.8034038567841972","0.8044269943537016","0.8773140510716432","0.8430447931186706","0.8224179502550543","0.8748053337687769","0.8162062197625548","0.8128443521330606","0.7500638949577124","0.8681498103542526","0.886342645159605","0.8032061964691914","0.7201373601144277","0.8805609312549407","0.8611952881568808","0.8351923905145775","0.8545785425688375","0.8410616028394823","0.875748416880265","0.7419692665433867","0.7285327791398819","0.6763388320732282","0.7198953509100954","0.681401136124487","0.8506299659657922","0.8547703533188495","0.8561951011956105","0.8556510807489678","0.7853919649195311","0.8739938478812765","0.7566773988584372","0.8765195206505074","0.8677868409002518","0.7173682937080066","0.8737865865316443","0.7601806639275234","0.8773422535224437","0.8405022834985817","0.6163466603658687","0.8744820169256962","0.8823746044374685","0.8198559848320038","0.8817715467490147","0.8744686258677289","0.7324658646367141","0.6726392308419584","0.8377292228271496","0.8218243951683806","0.8534561991375095","0.8739530330467404","0.6534616769601105","0.8264580942800108","0.8025369354097205","0.8630511264056083","0.8813767796350073","0.8556510807489678"
,"0.8483792584553211","0.8263512332973311","0.8689362400743567","0.7685833473198017","0.874384941441836","0.7803537347763324","0.7886948636967922","0.809139239561598","0.849524579959428","0.8723904025662262","0.7958550925200273","0.8348056841408824","0.843992232790686","0.8777120852694383","0.7323000505380042","0.805145593528","0.8768908240840051","0.803988464178683","0.7227751042978048","0.513806860448722","0.49608476988236117","0.47234466676525755","0.8573662568004945","0.827694218541509","0.8034038567841972","0.8114480267190766","0.8640828559094597","0.858044452828606","0.8298149296381173","0.8363035297916874","0.851749591379251","0.798169226487312","0.8625697158270301","0.7679422897817502","0.8771283552912899","0.8186548571353086","0.7000925532927349","0.6807194136533292","0.8511384811172984","0.8527960298634419","0.8559042397965626","0.854345788215142","0.7808088503802849","0.8027895645952764","0.6871641482323708","0.5947888034546094","0.7838813240751412","0.7204150395112023","0.794966121782289","0.8410824140305342","0.8778316541640332","0.8581715921436748","0.8547708871091741","0.8145249253467927","0.8435444213915879","0.8350498787019147","0.6478849338546768","0.8090729797552116","0.882105986379049","0.8837074809423398","0.8765835840224998","0.834364681730952","0.8566194117946706","0.873712330766362","0.8652879370801494","0.7999132865491434","0.8847168586780436","0.726209887635094","0.8851522514549012","0.6389870084032412","0.7958550925200273","0.7910629754287699","0.5924424573223298","0.8359460549678812","0.8629430411385562","0.8839917559296755","0.8559084092233828","0.7927931723653496","0.8795616915993756","0.8618781447310255"
,"0.8494710496102471","0.8323641940794928","0.8769076258918741","0.766838800894224","0.8717702922009142","0.7751324201769305","0.7849295415242572","0.7987507962916144","0.8481909114918621","0.8670378929620457","0.7459713094098694","0.8266925719241542","0.7917886456123877","0.8607771978689273","0.737722572095562","0.8069626331562219","0.8776846538297483","0.7993481885633235","0.738588889557175","0.6180324683487414","0.8744011253749633","0.5884742535205487","0.8050669218472633","0.8219203380786775","0.8107374664248701","0.799065225525198","0.879842630940364","0.8199054117281429","0.8283184463941807","0.8690344791295264","0.8343054136130046","0.8085979590784417","0.8526818283153915","0.8488687134464336","0.8849472573920432","0.8546091017907237","0.878670558930533","0.6652870309514045","0.8643636176477705","0.8064130658391175","0.8387319758175009","0.6435346279358346","0.8579553141694618","0.789810144360999","0.8697112451851251","0.707510203072251","0.726209887635094","0.7517923070421286","0.8688859364453976","0.7517923070421286","0.8437236267436641","0.862112587399116","0.8686897656945589","0.8716948129349963","0.821630178715634","0.8305924191276233","0.8428624012151777","0.8732579573250576","0.8736772532551216","0.8765806070461741","0.8785632444276268","0.8123894696143559","0.8534561991375095","0.8759933624127075","0.8347806454951445","0.7940608127500179","0.8527960298634419","0.7359787467474598","0.8840860928985169","0.8807920979605083","0.8530514576461797","0.8621239382753376","0.6180324683487414","0.8824028834247819","0.8565402634124151","0.8714865969768701","0.6189921096908637","0.8212815171693042","0.8670696519679415","0.8488131932865011"
,"0.8532794675264954","0.8320340504574186","0.8789953515353129","0.7540796787484203","0.8655202667943094","0.7782241567086431","0.7831011076881934","0.774636504331104","0.8469590218361964","0.8598058705767067","0.74543004291456","0.8361490572603203","0.8468197517825483","0.8669625576036473","0.7213718466369233","0.8715394117994684","0.8220047277340969","0.708284182142949","0.7654375295671256","0.8772988797040369","0.5647904934818764","0.8099614897407623","0.8572440648438496","0.8369440378205715","0.8107374664248701","0.8124204975239051","0.8736075665755639","0.8608625076816145","0.8290703131243142","0.8478059715023901","0.841803472045576","0.8330896116326976","0.8821066271160293","0.8796964443464544","0.8838104110147349","0.8343484926012035","0.47582228081881606","0.753732620050206","0.8759120604859705","0.7991609031350547","0.7981467575056373","0.6534878110084141","0.8739545139623495","0.8085480753066802","0.8441982754153705","0.7221475012874116","0.7424130693368731","0.8589857879508028","0.6966273604366616","0.8528045302411305","0.8611341971303688","0.8140685397608522","0.884521729715364","0.8696467045479657","0.73434770625176","0.8547919042843725","0.8220047277340969","0.8393479700459754","0.8087557281036217","0.7991609031350547","0.8690755828791898","0.7714973507774057","0.8661607751080085","0.7816653607600736","0.8259228818213525","0.8013163782770941","0.8512531649404695","0.87144357664729","0.8804214355148962","0.7537680525948597","0.873543332614967","0.8663278981661586","0.5643120556070113","0.7692931928466713","0.886138827074291","0.8853812078461787","0.8102069998852024","0.8081476869713079","0.7631500026389221","0.8344179394737624"
,"0.8573136293407284","0.8432504674299435","0.8807199085148869","0.7560377994684119","0.8618985339464885","0.774802050099838","0.7833808873979895","0.7603834514366385","0.8513339011878821","0.8561548562181004","0.7446115106561708","0.8045989875720088","0.845676109120279","0.8689621246017845","0.7327313575847694","0.8660124612315199","0.8777854206062072","0.6985879325157176","0.7767059113767316","0.7121088364581996","0.8376699304099801","0.6636047709003223","0.8796293959182678","0.8799230527869355","0.8122983743711154","0.8210027210663058","0.8666257537831031","0.8369440378205715","0.8283184463941807","0.851026440184329","0.764617143693914","0.7595359277171773","0.857527509487698","0.8535546676813419","0.7855278162589945","0.8566266656603396","0.8838390495947573","0.6443104107573916","0.883750663267197","0.8539214297693107","0.8592253037232311","0.8622713971165759","0.8777025542210324","0.8242133385120196","0.8711142127782446","0.8323359918866594","0.7469416147566256","0.8033313839406856","0.8596816370972462","0.8099439204811716","0.8246447313522307","0.8024399990573823","0.8820789502933498","0.8706659153303549","0.6190446602232313","0.8320753061284019","0.8857969846555181","0.8497089973876487","0.8777854206062072","0.7811288098402758","0.869360038844034","0.8146296994855414","0.8047765627579421","0.810881697327129","0.8323641940794928","0.8138549945539651","0.8785909708465724","0.8611968023209633","0.8192186000401164","0.8269249615871415","0.8593052395117458","0.8619261511617852","0.8622294461640545","0.881892333658828","0.8829953075527411","0.8380708578256499","0.8412213266921053","0.7903353718181723","0.775278726818455","0.8549014103753543"
,"0.8614365304628893","0.843231103773302","0.8820734477803669","0.7506033344909666","0.8579553141694618","0.7731875192822995","0.785745544099461","0.7459256644649541","0.8504448415450161","0.8468197517825483","0.7916059629541126","0.7922649050494681","0.8447837042317417","0.8797298660410966","0.7257371682968489","0.8657554013785305","0.8298954739425879","0.6773867313147551","0.7955271361249769","0.7537347371404926","0.8381572354607832","0.6842408947040877","0.8568687172834075","0.881844343938219","0.8247752096206913","0.8798878593063246","0.8317265816679195","0.8622713971165759","0.7256807235101379","0.853129543505123","0.7341367579017984","0.75449234973943","0.8790534323559885","0.8485166499124943","0.7954661279099737","0.8533620780583053","0.8857969846555181","0.7997663944716068","0.8086345753791435","0.8642539870166014","0.8581750827416395","0.8596203997159543","0.867200199130627","0.39388135769267185","0.7999925665384295","0.8144705860948169","0.8548241403441411","0.8305138750108388","0.8528065547198","0.8616015237363981","0.8747814675897666","0.7731857227388991","0.8692995994153719","0.8370105732562172","0.7223573522503949","0.85085328352248","0.6578533163069434","0.7059994359564412","0.8518210526325544","0.882866545241286","0.8862482967795915","0.8119863990761814","0.8739938478812765","0.8227623607283023","0.8840415575226523","0.8356160483174625","0.8803917177110875","0.8768991915295351","0.8207760088402085","0.834050609965217","0.8744820169256962","0.8330697891431729","0.8290703131243142","0.7436905081216025","0.7914913959570682","0.8704156508886515","0.85222942751454","0.5152541493642078","0.8790534323559885","0.8590972005474051"
,"0.8655110735146276","0.8483951931513045","0.8836532931913558","0.7565725508029689","0.853698260856089","0.78556574522318","0.7956654396267597","0.7131788446345204","0.8497089973876487","0.8423064392343673","0.7966890986036581","0.7794284565650883","0.7978084416024571","0.8787715904427617","0.7054980214726018","0.8258422579668071","0.8363677003726718","0.7415051329030892","0.8197701685584999","0.8820705697067515","0.7998466175334817","0.8426680106276612","0.8739667492128667","0.867302588397731","0.844255636268027","0.8784618574942032","0.8377449922162543","0.8618781447310255","0.7434458225201697","0.8483951931513045","0.6616265128062498","0.8333920656113283","0.8442291323179487","0.7841297225692523","0.8140533757111363","0.8157808239152481","0.851749591379251","0.6188779009772261","0.8788716430251274","0.7131043104781792","0.797175590838825","0.783527807547117","0.8777025542210324","0.552374045890204","0.7846284412263411","0.3979186854103389","0.8661086278905772","0.81196417205162","0.803292309680099","0.8363675288174944","0.8635958916452626","0.8782919236572366","0.8794247647099187","0.7623278765994705","0.7388404682631248","0.849183808896457","0.8184779719787668","0.746647740944154","0.8059417251714651","0.7935911415320118","0.876853310167823","0.7323000505380042","0.8618985339464885","0.8701513250180799","0.7942139153357562","0.7609477306806494","0.8760029751164644","0.8417247039632995","0.7435349213136169","0.8782939817718344","0.8729570068005232","0.7448205822035932","0.8758533273113135","0.8152193365380849","0.883010013620471","0.8538540510630903","0.857767217194243","0.7978373831307992","0.6939847944385016","0.8590748874504672"
,"0.8694042519586906","0.8485821322659437","0.8838797325988004","0.7607011396620383","0.8442760845836577","0.7881220562873007","0.8002545572270203","0.6997479522550512","0.8541657144070408","0.8253407030908375","0.7204150395112023","0.7877228976339035","0.8052422000204138","0.8787929239449999","0.6902640493252281","0.8617613313137596","0.8720484807585218","0.6360968702187266","0.8100844735554046","0.8827091240155635","0.8411932275938909","0.8485166499124943","0.8622294461640545","0.8857942479107439","0.834050609965217","0.7767196334856661","0.8700816356844868","0.8609986811132464","0.772805106298553","0.8545462660180966","0.8467643945676131","0.8409497568780209","0.807272223425745","0.8528045302411305","0.8782786861677736","0.7491066926588063","0.6850014491183206","0.7876939917702536","0.8694110939732798","0.8661241354721037","0.8135487135862299","0.7845678005372805","0.886683458919894","0.8629428537888583","0.6718602737273578","0.7086981641640433","0.6152720441126961","0.8194114503201007","0.8029872629179593","0.8316652297128377","0.8562584006900111","0.8079048550323715","0.8752756102931399","0.8338081863983966","0.7415954826783282","0.8655202667943094","0.8736715098023795","0.7057179871812418","0.8141175283624256","0.8840860928985169","0.8821387187659568","0.7889196686395387","0.884222591090169","0.8329126206166438","0.6147553573417903","0.7611383864721266","0.8629383337327118","0.859781501639957","0.809168289870166","0.8787145588946921","0.7971144663810841","0.766950864220018","0.880771298690129","0.8542097403330533","0.8661607751080085","0.8394998124314841","0.8666506279287176","0.8234678973730218","0.805492001725088","0.8488131932865011"
,"0.8698184915599361","0.8579781151859391","0.8828497116474533","0.7688361021421115","0.8449811405163269","0.7950101253621071","0.8060216611778156","0.679117538306619","0.853698260856089","0.8197648942120626","0.8002717451626857","0.734772624036052","0.8191611408725399","0.8797298660410966","0.6837118733260835","0.8603182551484809","0.8451955373908717","0.7148258337776892","0.8149820660481354","0.8826149508097456","0.8079946093058419","0.8254118339445965","0.8446662256050761","0.8346572583769769","0.8226504966654044","0.8200044483905086","0.8423766637213281","0.837706159587975","0.8534302500657742","0.8187581613189667","0.8741698680016792","0.8614308412353107","0.8227700965472232","0.8856997544778121","0.8826364874502168","0.6704131886874978","0.8636039848264838","0.8568687172834075","0.861733498558322","0.8709493352931019","0.8555814786368743","0.8369617915189806","0.8430447931186706","0.8495362693909312","0.8223058430097089","0.7837375568928933","0.8768582744237216","0.8238814206753788","0.686269612264302","0.8272687504942314","0.883010013620471","0.8734990468236394","0.6848310654041899","0.7020395905560765","0.7607630590995226","0.7852646534915294","0.8684090307887766","0.777312852870698","0.7129213372564824","0.8661367580620138","0.8850549866508354","0.7125274929951548","0.8546091017907237","0.8827556199553738","0.813819064301389","0.7280911593313361","0.8609096423687844","0.8620775012201184","0.8371380886022822","0.8102647868959469","0.774636504331104","0.8330896116326976","0.8128002254000843","0.8562965266597573","0.8734763240636787","0.8688453874884295","0.7082629468090198","0.8778955631431826","0.7359221086296277","0.8853502176982941"
