[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
,6.7741968013047495,12.67272460856432,7.843334882941807,6.084479464477702,7.9418271978089034,8.837799141088986,11.864573015046378,8.346188999404415,9.369830615017305,9.570618378119283,13.500714436696642,13.873868381630672,10.589495795516813,11.88279584719317,13.897416724537141,21.477928142439403,20.12689991757747,9.423789668281835,13.714471410291624,14.367216750803404,28.934631745910643,42.37095641223342,28.514273166413314,19.236695031326494,24.9720262065473,38.95008240312226,26.85095227444755,25.399785414462684,23.162677666908255,20.566474326680435,53.945834459358665,53.94093539798629,62.59754292428966,63.4842762295561,65.99455404802897,53.05154762118724,45.625739191212716,58.86099747476623,55.8215619884541,63.60507524024266,104.42493639472576,96.68792030171349,103.48866133064192,112.2311458357535,98.06648051978044,120.7212073693333,112.0608586478098,100.61484119365957,113.55950316277293,110.8145269053298,192.19127436561294,212.6247751578583,207.164481090734,189.30183959446416,280.3159354651076,183.29139611499872,225.73457706999994,208.0533897666472,200.10075281113848,248.47746760613717,394.1022224959235,401.0438211271217,385.7758912572999,374.64780576985993,412.0009677509827,467.9832438624468,420.84345037964715,460.4428034357162,437.69471857330797,358.40056479955,795.2931800286888,700.0500410630717,688.022569796106,724.9667460576514,759.5637854470792,746.5219932143668,691.3317127103239,849.1437024754086,666.4985466212274,835.1874263112738
,7.563559169823267,13.59135441598876,8.668792407054035,6.856680654047941,9.260757750321,9.56709375767881,12.927872448129696,9.671940846604112,10.619474683741796,10.55220895561814,14.882746269799444,15.512027868801017,11.87701095616756,13.111301000627394,15.232036915251722,24.113234357930683,22.67292153100329,10.430265318166347,15.212376978513229,15.64052879376394,31.34060101926894,46.48546622588924,31.60331830929096,21.28944025293412,27.698348904978058,44.182829077751315,29.996231412169365,27.8361059130079,25.441603740486304,23.07568859006694,60.3569235487349,59.36960127350453,71.10546552469816,69.61445053428015,72.14207267339577,59.33471635289324,50.50248006468232,65.92373640748472,61.997791830475435,69.424503265264,114.6903030755145,108.16852283921665,114.06021499621858,123.96065068583228,110.13800440876177,133.0156017434311,124.60956476904722,111.8557517613272,124.90460646505596,122.97203954852546,214.40891061565978,236.89353609476976,230.2634049700546,209.64729896727246,310.24912534710575,203.01264050983738,250.26985133610185,232.63884745311867,221.22540820610755,274.39728991615465,437.1451965818881,446.9060576169889,425.8668259449172,417.02310545664017,458.39317724206757,516.0209277601574,466.7288693776582,511.05359170450305,492.1358993687273,401.2457633554254,884.8359618559598,777.0187646179155,763.8036457141442,806.5380522643901,843.5264820237591,828.0471202852941,768.9237240846304,944.537253550879,742.3571919740267,922.7516549736417
,8.37426493377888,14.4281309306667,9.520972451891875,7.681695669603118,10.773559092281875,10.2578315339216,13.937256852063665,11.088101410321041,11.88393223447979,11.488127266217875,16.27435935773774,17.136048108130037,13.182667553715797,14.332903177398048,16.539655645293333,26.572832000417304,25.58072520018817,11.439630636261825,16.73950791197211,16.893477267617804,33.65562226101158,50.628269047698744,34.69980375518811,23.342683460393125,30.346513176424057,49.10426866993449,33.26076654200115,30.188341305258206,27.725253117693025,25.637297390063637,66.98908118856437,64.72065302439486,79.64402880573135,75.75472555457401,77.96043616696602,65.66984054192507,55.393210160114926,72.99593671753122,68.09833367105139,75.13635960571216,124.70890824189637,119.45830047949671,124.59185373539582,135.69968322762855,122.64664314730916,145.14902732407407,137.12985908298634,123.18059809560758,136.17273356037745,134.96133190564447,236.74572615397193,261.3369215721376,253.7428019288834,229.98492296397518,340.31796792567343,222.56098809341364,275.03750194196726,257.40160692001604,242.31125256432594,300.2723123768238,479.8871572548986,492.3717770256238,466.1468196804343,459.73164774683414,504.91116484963027,563.4692451168838,512.3331955484207,561.7034145425991,545.5542154692245,445.836233994641,974.6878084283057,854.018659332616,839.4945937888098,888.4228949686046,926.8626292930627,909.3873624560753,846.9171756040594,1039.5722899934196,819.2464720368616,1009.0841929189733
,9.202842675558605,15.190025623776567,10.416755600197227,8.571165642681512,12.398901124639808,10.930237913596507,14.931865849950775,12.49500462461134,13.090455684814225,12.379374241051016,17.667305131138622,18.742747115048857,14.507733731466365,15.539898114058655,17.826174990748402,28.89235792506628,28.705277257582317,12.4807594701495,18.310898699569883,18.13359577436922,35.90360612478712,54.84503327536957,37.82668723747712,25.414074392143657,32.904339862981416,53.956774697142585,36.68423005241859,32.4695195210943,30.00788471615419,28.268260116273357,73.87981216570677,70.00539546658612,87.26061461801955,81.96705492981644,83.5472454601821,71.97358859951827,60.339399316535015,80.13637496673313,74.15420565257429,80.79150790977197,134.5039952222306,130.6240848688134,135.1125517119468,147.47520876013314,135.90294175424555,157.05404481714527,149.72758790895554,134.60604672464666,147.5403965288223,146.31543017965572,259.2837954967323,286.10482333878264,277.19606062625377,250.51293563518377,370.6550727198066,241.87965385338453,300.1940281453635,282.3522334505695,263.433744645019,326.22635190286496,522.3537938513034,537.2894881810697,507.0411741449951,502.88597492908303,551.7765456977295,610.640238069485,557.5158512624356,612.822800930467,598.7003749946628,490.7534105746416,1065.0431726820896,930.9283920023569,915.209243711673,970.869970127212,1009.5208451409882,990.5763695068093,925.4605008727495,1134.4850886486063,895.6675301018407,1094.6457845913296
,10.056022441655301,15.911649850020547,11.360430487469497,9.532484647801128,14.13327427298116,11.584920415315802,15.891184635168287,13.93662332682874,14.226666286679018,13.235454923871172,19.082145668783195,20.330275796393753,15.849906971599598,16.75279453394068,19.10474206338743,31.137715158803683,31.278515677654678,13.545605951652083,19.966899490902605,19.377774661570392,38.103537788407195,59.14871070237529,40.98435267949475,27.51311252027534,35.411094137074,58.7811589461808,40.23803158678721,34.69055794166369,32.30076782365768,30.945896427310142,81.11701461325175,75.219481427944,94.59931134582905,88.16045721512081,88.93711785774046,78.20950080208073,65.37910737222484,87.3837960967068,80.12478324078545,86.33036185721943,144.09834325288537,141.75364907474676,145.65211918875505,159.343626817297,149.506608040604,168.709632305885,162.51847383543932,146.20509399864355,159.05415758789536,157.30667903415664,282.1654899038009,311.36873381275296,299.22867685514495,271.19878312052,400.7640243571598,261.0133989753765,326.0961776786591,307.6517009868978,284.7614267692808,352.28679912589894,564.5662539421298,581.9137742199031,548.5056566505554,546.7012363350893,599.3201721165569,657.6288912866145,602.3493553864372,663.604671567455,651.2561844194677,536.2698585716529,1156.2088306141686,1007.398391298888,990.5391324295367,1054.0345461983122,1091.4731360361204,1071.705166413206,1004.8820062362372,1229.9848780259915,972.054095683588,1179.729275236836
,10.936885529493377,16.578650213936292,12.393852560502063,10.603175590321353,15.747613444294212,12.205926336526241,16.82440165879716,15.354902080723253,15.325019586172658,14.05248365181864,20.519190478547873,21.898441560217975,17.204726342929785,17.963149249898965,20.38782311612711,33.2941774694333,33.42283560011051,14.641710376292428,21.713575766595632,20.624081900249518,40.256684929556904,63.5850603184831,44.17570827723559,29.631770272731497,37.84289833346238,63.681913541381086,43.94907702614684,36.862660731415325,34.6477650299211,33.669834479354265,88.69624920645803,80.398452558726,101.79143295863054,94.2733135858383,94.16858434440351,84.36582659784266,70.51613063398383,94.80601991792606,86.0210270505168,91.83260166169619,153.48954333592792,152.91891794930166,156.2258350777447,171.24830780354887,162.9314300749686,180.23447731658783,175.6255236389422,157.93361415900569,170.75067737677276,168.1333138910135,305.347172634922,337.52123731826794,320.3788338406501,291.8053641200221,430.60423636612654,279.92572355896084,352.85080797377356,333.3537432151691,306.33182813374515,378.853277152854,606.5287745478719,626.2568528575939,589.9307665290023,591.16474687222,648.2033525679415,704.746351702132,646.8450042471773,713.7618430879716,702.838024659961,582.5603053510663,1247.1400206899762,1083.3660042726015,1065.1446939457494,1138.0185809887148,1172.7850933202587,1153.1500252453939,1085.2059142213095,1326.1791175741248,1048.692460692301,1264.8888250455468
,11.843668015286916,17.21083265630356,13.505101080736566,11.789192383570652,17.194622910612498,12.801083046711822,17.71965737240198,16.77257398587771,16.324143845660085,14.83397959336728,21.96060191989412,23.453610412379575,18.566711754676064,19.1797853055292,21.679084909268717,35.37538720937144,35.31165273894421,15.78044636973757,23.54828978289398,21.883151963611496,42.39962888913074,68.23131434513454,47.390058185804975,31.82187832187822,40.241467851398994,68.55208484375606,47.77360806498219,38.98592029155411,37.05027896723012,36.41836525695163,96.6720126947052,85.54150634538883,108.89843180407246,100.34978881482036,99.2716573502317,90.40014266987592,75.76284106069261,102.51099764807331,91.8431456800399,97.31758984116138,162.70276982623963,164.21462812186576,166.90372075676976,183.09543966816673,176.12346959093892,191.60275037386782,189.2325284619515,169.83834629934267,182.72490473967295,178.8980576708124,329.1129980999381,364.3539014984568,340.98618416110105,312.32186396188183,459.89911393844494,298.5694987708228,380.37180145752296,359.51114187933933,328.7530070804895,405.3739506594989,648.3417235865878,670.2736484005583,631.3342396396238,636.4118150641153,697.49688240321,752.1663582974414,690.9162391848386,763.4991654248214,753.4967987229727,629.7583223650481,1338.096239241148,1158.9606392432436,1139.0358085523806,1222.0234163299558,1253.5707048017746,1234.5175995789857,1166.4317039021216,1422.7987734343524,1125.5707011031627,1350.2399009007986
,12.811308045875311,17.79825086331041,14.721063883855091,13.177540216025552,18.488597570564227,13.377011076702034,18.583144426986728,18.189924445598002,17.27982858836352,15.588639972351682,23.436339627256814,25.01391234256697,19.927832536998597,20.413075916771902,22.985849840226127,37.423927218780015,37.03421435426589,16.957090749309067,25.47813259173967,23.16461167304585,44.52163877603524,73.21898679493103,50.620282761449815,34.055943639951636,42.60451073145937,73.09433336588275,51.702714385565685,41.08224619842618,39.52456357371753,39.225142715474924,105.0245052655287,90.66970956551528,115.9992285100316,106.40019693205998,104.28482920167743,96.38478899440973,81.10482876040504,110.65448212011776,97.62079060855253,102.83570147272465,171.75831841703766,175.65017251161063,177.67070431022415,194.94710368764098,188.9945792829456,202.97842715045627,203.3556515990984,181.8022288753166,195.0372472482526,189.6600057498275,353.3520018099309,391.347605335668,361.12684118730226,332.818532294869,488.91334125986907,317.11051307377096,408.0270524123021,385.91317656803744,350.8387774651634,431.9487504119413,689.9246220183439,714.1438876316308,672.2155607633965,682.5324193140913,746.5605256965872,799.9727666822338,734.6482341905448,812.846537112747,803.0141021019169,678.1150181228231,1429.0421519405108,1234.1347069066908,1212.3523525323828,1306.458302871902,1334.0245355720774,1315.5168487382086,1248.3895533938032,1519.7827795872392,1202.7944498572142,1436.190524501549
,13.8341151095095,18.365032086771784,16.07159274113138,14.754975237786716,19.654123665491525,13.930777490538933,19.39806091764983,19.625326683423893,18.185267155324127,16.31649314687595,24.930146100194015,26.570064512383077,21.27470018526429,21.647885738282454,24.324851845463318,39.373291816800304,38.59854947136332,18.179856876292433,27.410741629943594,24.443812377011817,46.629305635147794,78.80826277539207,53.882708310144224,36.35039943568789,44.94452181372206,77.36935023021267,55.700575237759985,43.16006452527788,42.095324675549506,42.05638544478268,113.80090325088577,95.81113199298846,123.08488353498387,112.39446907061226,109.23418988999994,102.34473232423659,86.59943344302417,119.40643792259262,103.40455954899559,108.40354761900666,180.6794439884437,187.23572777055045,188.56837746755636,206.7317704101818,201.59268101405272,214.40625370744223,217.330224596093,193.73794125964574,207.8364896628412,200.3493807166566,378.3114208848958,418.8011478268362,380.96727842268655,353.2559452869086,517.7750818627053,335.5074554140821,436.1648160332135,412.36279143946814,372.54598641213096,458.56435507956644,731.3308281158588,758.0123427333727,712.5097541041308,729.547311114649,794.8120684391052,847.2621007655409,778.0671463064645,861.7972422764207,851.3981622177757,726.6681653394303,1519.996908274116,1308.696201471039,1285.3232703702874,1391.404512816956,1414.3450509752122,1396.6314635869487,1330.8167597540448,1616.8383709271802,1280.2982772836929,1522.8252127140377
,14.912769587641144,18.89899397583354,17.539769466931276,16.581156541594662,20.720049386536985,14.460909404247484,20.194301072460913,21.122984603206724,19.03979568154546,17.023875414196322,26.41865661404659,28.13838979640678,22.609114090557185,22.909597601780174,25.708020911341166,41.25830427104194,40.06055124183988,19.44741720648594,29.278324228132334,25.732250771783054,48.73133961703465,84.88479847790015,57.189513777312335,38.7243825309338,47.238025825028885,81.37385379975794,59.740137772154036,45.23147936935439,44.81601759175718,44.88553811656967,123.07758543786083,100.95070411025193,130.3447598486627,118.37951429746087,114.14235026500319,108.33509189456623,92.28780925806383,129.04838914066818,109.14838352298233,114.06212643528124,189.50782300049184,198.9822096779903,199.67728124993928,218.537817477641,214.049228546128,226.08412492382135,231.43816256099612,205.47012313841242,221.2263063495565,211.03210223284412,403.78624369385807,447.19487771440834,400.5910277535566,373.6334649848885,546.6795758309951,353.8267709223704,463.8505620191099,438.60750043460786,394.2505984531696,485.5406183746777,772.530997361588,802.0456591597524,752.3799105481237,777.1091698561092,842.7979792233767,893.7196208632676,821.2699177653769,910.5202574231758,899.1036926646565,775.4046885524482,1610.9049784624913,1382.876045051482,1357.9739089832221,1476.8646765650387,1494.5558381290539,1478.0505623496715,1413.6362466223052,1713.8723931164905,1357.957236748197,1610.3467136148652
,16.033039098912692,19.41528680913743,19.182859938898133,18.473386739160937,21.697192286021473,14.973879999256457,20.937344510373507,22.679936499372655,19.867256451422055,17.708186987047313,27.911948156630665,29.710049766487927,23.92683162565736,24.187557201383775,27.133814269096494,43.03150041091826,41.42409612145306,20.7804801649208,31.041423978843593,27.04282652481771,50.84869799848009,89.93101386800419,60.521445525253945,41.13726516564798,49.49816960805856,85.16880588664098,63.85813788996732,47.29765336932213,47.7239807973023,47.72134974954635,132.92936305139165,106.10606874126164,137.81901541250454,124.36270039308731,119.03352009739793,114.40977349529494,98.16682355722078,139.21880137965965,114.98124475402612,119.95551372111645,198.26312221778431,210.9712815414355,210.9192029873358,230.42244092915763,226.43919604913032,237.91155597409698,246.00137267877926,216.89171698899435,235.30365670472182,221.68275183530383,429.67638348689377,475.05081151494585,420.1447786971168,394.011924691011,576.1377508289481,372.05596344777894,491.1540888224951,464.6047636427792,416.1193007199284,512.6754431658304,813.3898259874649,846.4425677481261,791.9721979399465,824.90028957291,889.2800340801405,939.4573548689152,864.2603219643703,958.9697875641293,946.4232859088278,824.3459791035922,1701.8844732514724,1456.637989403019,1430.344408011232,1563.194917537252,1574.7739835637024,1559.939484653199,1496.9040838192138,1811.4298610572127,1435.6769939265405,1698.849886338349
,17.209630349823986,19.912966645505346,20.87176175120883,20.11058962804435,22.596058779571074,15.471904306078109,21.655390029485933,24.384901786051113,20.647235675495438,18.377847847215588,29.390457314388126,31.283150010608196,25.221059242883793,25.501814948920007,28.607016870388776,44.71715214190424,42.71163723083617,22.20006194420542,32.714876072631625,28.376562872057235,52.976991442766455,94.54248453699395,63.99989292076889,43.600165474196004,51.74195672598097,88.76670651713629,68.0502326692219,49.37277539475402,51.01162085418524,50.54880434898394,143.63777325154183,111.28918489813472,145.68165025132657,130.35290686550667,123.93279459240422,120.60747801855683,104.36459010067307,149.6095038034978,120.9192286352699,125.89911528157258,206.9739752154933,223.39572981656434,222.3382900582379,242.3898107262968,238.9511936058055,250.09788795328225,260.3199939040217,228.06028817371197,250.13417639024692,232.34603386691364,455.84436700528096,503.43528488440626,439.6843070392385,414.29539393790907,604.6359023506224,390.2312179836425,518.2128603529792,490.4778193764513,438.1643563690566,539.3025788365496,853.9543576658534,891.306316398093,831.4468710062354,873.2999771014685,934.5364526248051,984.4937662323559,907.0862867195322,1007.1293899343443,993.6085830575781,873.6519443046634,1792.840016790616,1529.920881117259,1502.4752646906325,1650.8344866710984,1654.8735287501368,1642.4970824539637,1580.4636643292415,1910.3265139599594,1513.4006177337296,1787.5989008447743
,18.51702018494371,20.398623118356195,22.45123117531978,21.515218029138836,23.415103953234038,15.95968852405287,22.347798071846913,26.213996750915033,21.410189316376158,19.029865909366368,30.82152604112104,32.8615217989765,26.488175502900837,26.85968892932211,30.130298629990442,46.30391661970411,43.91683484833467,23.722197183605896,34.288089986211475,29.746331295937104,55.10990093307447,98.7987680222408,67.56818152119898,46.08478285771512,53.95031525542465,92.20961960519435,72.32325399872451,51.463953953852524,54.5106113918675,53.35222891967027,155.71068064165576,116.49102590595754,154.75986180573355,136.374385377136,128.85281399368395,127.01612728845251,110.85902469587221,159.72396410836797,127.03788899740049,131.80694561215873,215.63655137845146,236.33435213318555,233.93276785265726,254.36863541061928,251.74928880564303,262.5321214709139,274.21820925214854,239.0367638155874,266.04423977008423,242.98916276313167,482.5482565881402,532.9744914149408,459.2049572179152,434.5430234971475,632.273846028919,408.3835652000051,545.2374272812361,516.2494083665489,460.18394049330146,565.8574479397136,894.226977327062,936.7477687251146,870.8534628948821,922.8945950193673,978.7326979397704,1028.8478340474664,949.8328159891697,1055.0079597722959,1040.9969778278003,923.10551198966,1882.5848464923442,1602.5184109541774,1574.468686988623,1739.3953484442695,1734.848050275299,1725.9037150990528,1664.2119032254398,2010.7798560823908,1591.1014162052645,1876.1687361464467
,19.86047521777899,20.876058352019722,23.945740110617162,22.773675800213628,24.18022502613739,16.434931372866785,23.01350442039931,28.054195167769674,22.163836027090927,19.664813234636387,32.208840719328194,34.442312893544816,27.734930180899372,28.250486076402424,31.736409445681897,47.8083896946272,45.0720956846608,25.355211660733406,35.782802556253564,31.158964482911045,57.259589315683336,102.71467592815401,71.37133724544303,48.61526649135201,56.143360959488035,95.53238090317386,76.58850912777825,53.57632101120861,57.868943710543306,56.16159461016111,167.93325130751464,121.69731317757032,162.67454182941424,142.4244455987934,133.8034970161967,133.58821245146297,117.44674840717096,169.5295266760582,133.38841116763027,137.59998791251022,224.2948127105729,249.98677728010824,245.7714430150965,266.4606095780147,265.13709345608356,274.9098062984018,288.0517843599534,249.91507746850795,281.6794090428832,253.64200505133942,509.59585976367185,563.3349090892942,478.77746327591643,454.8175837384434,659.4975278724714,426.54209513769047,572.2038093919494,542.0438314850845,482.21197151489093,592.5257397293508,934.1766171635601,982.9529492055516,910.2406075181406,972.815239601472,1022.2701975796903,1072.5862767073488,992.4264295127207,1102.4650892684108,1088.8495416713006,972.1919590855271,1971.477111636644,1674.6809978910007,1646.2498230175859,1828.0200513537013,1814.6840485599662,1810.4200214931209,1748.2757117835881,2112.1666030603133,1668.724043889862,1964.8094224993451
,21.206121992179956,21.34957421202994,25.361474162597155,23.887710191334723,24.898946049866634,16.903697961801303,23.649899111159908,29.79972860478174,22.890755714098386,20.283165155014235,33.556585301939656,35.99427254410441,28.962354555634498,29.68420189984715,33.42053471882367,49.21953379879079,46.18592874491609,27.10838835189051,37.21509557404418,32.62668971490299,59.428940048193994,106.3959480177249,75.32278470411933,51.13624138208825,58.308197385364124,98.76949078947959,80.88088347763723,55.709529683168036,60.9749140633057,58.96936125559238,180.07457371229054,126.92315522765708,170.26670450856216,148.48740935509755,138.80747264676288,140.13883247870515,123.79550437107886,179.38225037228705,139.64724599975526,143.29785112971436,232.9768221196609,264.51533109364425,257.85061552393796,278.61331911540714,279.5804794953686,287.00083441617335,301.3907418736609,260.7588668301382,296.2897528688043,264.2959710019661,536.4009063973482,594.1131149267981,498.369256359992,475.06443968321224,686.2978268841058,444.73166264322873,598.955225465092,567.9195624398817,504.2111594720216,619.2995717168576,973.8204528588653,1029.9132124926196,949.7451715046238,1023.3750249046427,1065.2458078380978,1115.6955965629643,1034.9838217145077,1149.676302378698,1137.143769987045,1020.4892264474356,2059.3962223064887,1746.222139007341,1717.8633217109968,1916.8286369365533,1894.308572222431,1895.997523719574,1832.4952173880354,2214.1122503181414,1746.2987473953015,2052.582150478309
,22.503719297363315,21.822505854495123,26.691273664269737,24.91357050608025,25.573098628076313,17.36653894912715,24.263051121926864,31.295669021962002,23.61413642404636,20.885398500260383,34.838049076190465,37.54045349926477,30.17893591168886,31.193595315658037,35.148235262903945,50.56115780016902,47.260205149445824,28.978209850779567,38.6026734443167,34.16161645187984,61.60475722252213,109.86590792864195,79.54642145147186,53.70123615500602,60.46726126411429,101.9260026187801,85.21461356204017,57.863929400567315,63.94808321489108,61.80129463392868,191.19925463104258,132.18246568453262,177.7621777464357,154.5127215029467,143.89169461931425,146.35741514142376,129.92203017581414,189.38179161824488,145.765343948177,148.97562799443696,241.68821782079945,279.0041009356086,270.22371792048216,290.745763718489,292.94134930153444,299.0133354899849,314.2431634037028,271.6375114778244,310.1953159653496,274.99063851321876,562.9581413832077,623.4562986061114,517.9893447177147,495.4665334014083,712.8615380397516,462.9964799456423,625.2837159369071,594.0188072511554,526.1658387048649,646.1138224216887,1013.2663858784148,1077.7140959843102,989.3606011828065,1074.438143093685,1107.5803408411211,1158.2843442977514,1077.5133260784614,1196.6096613979635,1185.940027026694,1067.9804533544348,2146.8692287501767,1817.3397563067979,1789.4761283784635,2006.0773445893567,1973.203314039663,1982.5978022936968,1916.9272612137772,2316.6260057509726,1823.9622495154806,2139.3792308172715
,23.82368690329979,22.297886617176836,27.944945762846974,25.869046361730557,26.197129696913567,17.822548331886484,24.867634993677164,32.59364291654104,24.335152220531228,21.48492942844968,36.086120566384864,39.05215872888573,31.3603736469892,32.76077675212194,36.923138248234565,51.838188601811645,48.31444745233721,30.981789238534866,39.94789675042242,35.75351750882011,63.80850333603137,113.13963528143256,83.98041459109737,56.27476209539437,62.61752017370535,105.0477437529118,89.65443850058365,60.0519685301417,66.79808890873365,64.61535725331939,201.1014013831522,137.4771110209643,185.05937734672224,160.52769634167817,149.03778429072895,152.2734305868758,135.9460666567649,199.47010162049298,151.71440739063152,154.69987080990654,250.4371461229301,293.03453621394067,283.0183245572215,302.9221703415089,306.2124455566329,310.98342460528323,326.7123601477294,282.5677793405592,323.7592347196865,285.76369760888406,589.2833149287666,651.306963241013,537.6868767695041,515.9608329203695,739.2587779132504,481.2919260751657,650.9397205808247,620.568783740364,548.1970467057652,672.7303442476391,1052.6073300368428,1126.2571975628455,1029.146519908154,1125.646545089269,1149.477054068829,1200.3861610250508,1120.105038016956,1243.2597630079345,1234.782028671323,1114.9229219564966,2233.3282261522077,1887.9761490950243,1861.0720458069381,2095.747311637485,2051.801650466222,2070.202137686708,2001.9561102944497,2419.6021161617746,1901.685541351483,2225.633880101372
,25.022948427916006,22.779474988325294,29.175164057856225,26.762052096438403,26.79328511025609,18.27830728516327,25.45210245582978,33.768075333199825,25.05415201732181,22.068759224192984,37.29308314711252,40.51468724413128,32.52889428630431,34.36631426141352,38.754038660746176,53.05239936359449,49.347369667093076,33.16459019306639,41.27029270377982,37.39218673391119,66.03838974633318,116.23747584788632,88.36071236910918,58.880225570803816,64.76447098528193,108.13816108235325,94.21564713079547,62.279940864512085,69.61568303022354,67.46761660376511,210.14194053538864,142.80124238295696,192.1390866173617,166.48263883858883,154.26461824324534,157.88583061261932,141.86924193629525,209.4524941094833,157.5661219347448,160.50358595190886,259.22304989155697,306.9570379661455,296.2484782911989,315.09828838625936,319.56956988113615,323.0152914329488,338.8787591179139,293.5679179654619,337.02008722658695,296.59998412292094,615.2751622039141,678.3939680460701,557.4482198056305,536.5497408331213,765.8172829500069,499.7050296949238,676.0072566486397,647.9285274994919,570.1805974163091,699.4290509819789,1091.8734219981327,1175.6832173558175,1069.2241661478167,1177.1066905162918,1190.833306740812,1242.342528459521,1162.7336314366587,1289.7734583525682,1283.5102356043917,1161.2949812815255,2318.5277594791446,1958.2810363176543,1932.689894384608,2186.0878350617645,2130.0792999092737,2159.2510748451896,2087.5558008212474,2522.177487809649,1979.3792134515,2311.191238778042
,26.121318444587683,23.271824525861643,30.35818401087172,27.614704656306223,27.359419158618493,18.73568133720734,26.032385607121206,34.820351711103015,25.783004190904524,22.63412481985754,38.473392341528054,41.93717749644929,33.68417451422399,36.03848016871198,40.65328533071574,54.21398961543374,50.366847372775226,35.53306675469805,42.576717493353215,39.092615451864035,68.29200050166712,119.17334262082069,92.58214974593048,61.53016700947242,66.91405134115166,111.21937846478188,98.86869659630717,64.5478568296471,72.36232112122046,70.36941729362505,218.48804996742368,148.2355917567243,199.04729350276685,172.37268577159801,159.57605122681744,163.28338245061786,147.7251615543846,219.29753463727317,163.32944656862682,166.38505176942684,268.0949113456024,320.90867963162293,310.15126035692043,327.36367215264244,333.2090881650047,335.07545307576413,350.80791223081803,304.56610479147037,350.11569844363805,307.48367269401245,640.7601806782576,704.6040597902416,577.2785288577832,557.2751290916867,792.657004023803,518.1925938726747,700.6941829956567,676.547422410214,592.1631896666917,726.1057615435134,1130.9854369570712,1226.0595738859074,1109.5821164899219,1226.9141453770778,1231.7828234139142,1284.4439410914638,1205.3712078309663,1336.0908458959068,1332.4120260387613,1207.2363017357554,2402.581079302714,2028.4167122352303,2004.4498022396428,2276.842195873789,2208.3137607960452,2249.202074788904,2173.6429423793597,2624.4911771647558,2057.299109361667,2396.3116815790813
,27.127923210259684,23.77363570500919,31.509077073033644,28.438559563870637,27.899639966119224,19.197139771878554,26.600083594532485,35.76574135684849,26.528752930292374,23.184550406264968,39.62488428896161,43.306805279140185,34.841405096201676,37.73316868684374,42.560551129330506,55.331723814212964,51.37651390810596,38.0965869886923,43.87526355900718,40.838135200622695,70.57835738838497,121.98222222494063,96.70256601272868,64.227496427221,69.07125419600031,114.28942300344363,103.57330853908907,66.87295461050824,75.09099767825381,73.33757241049364,226.31887014317778,153.71328382137636,205.82241131644685,178.1785017537442,165.00769020644748,168.52230028228524,153.5464031977147,229.01123555189255,169.04572422661326,172.43939704909732,277.0487894312591,334.9574272597724,325.6808082760949,339.71746566349975,347.1823373127342,347.2177428975828,362.5565097955465,315.5103744234442,363.0742718012311,318.45492865638676,665.9633281740108,729.5048037469323,597.2020628778416,578.2409316369915,819.7615604534947,536.8214945044281,725.0501303277458,705.2815497640197,614.2376297811318,753.011076812179,1169.9718659598893,1276.6266524730422,1150.3164556730842,1276.4715361592519,1272.3851374264261,1326.4738172071861,1247.9685332321715,1382.3566700939837,1381.8160167636286,1253.0868676015775,2486.001291771144,2098.579170800449,2076.3132210444496,2367.926949905159,2286.8334940993086,2339.7893259887737,2260.535008494586,2726.655672108495,2135.3921933815895,2481.123215300011
,28.053506824977756,24.290424573566995,32.63982327823354,29.244354322343604,28.415026493276073,19.664866330773968,27.16907046611657,36.62488667517483,27.29590359626803,23.72055081094423,40.765569213416796,44.634218720906645,35.99829020189251,39.45482294872255,44.46652712320874,56.416046840956085,52.38945683239629,40.89184555063806,45.18053483526546,42.63746282046569,72.92702293033246,124.68056811231305,100.63491960251959,66.98222346304264,71.24483678081914,117.38185686337634,108.47891600444976,69.26973585691766,77.77010048848858,76.38188067088024,233.60213008617876,159.27156844280768,212.53142008935114,183.86478757491406,170.52860770047803,173.61872866679016,159.3458569670939,238.65266264630063,174.72691218877375,178.65216749946262,286.1059409953754,349.23172923983924,340.774354005088,352.0743198968623,361.4103787052736,359.3859254658893,374.23499241203456,326.36708295268863,375.8275781288373,329.5369785325239,690.9727317858731,753.3617293759498,617.1797118888495,599.5376091560901,847.0633494091816,555.6154759826755,749.2423363700092,733.7647023184343,636.421664118521,779.7855666737414,1208.684393564516,1326.7892110942917,1191.4853241676294,1326.4362096238501,1312.7612679709314,1367.9203849666903,1290.5145622136984,1428.7254052582157,1430.8173444407867,1299.2446487040747,2568.83918128183,2168.838821835722,2148.4859585710697,2459.5724553018144,2365.5696967652434,2431.641001621398,2347.1629045645313,2829.189967087901,2213.6645977794924,2565.708288012828
